"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총인원","본사종업원수","공장사무직종업원수","공장판매직종업원수","공장생산직종업원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지"
"3050000","3050000-102-2006-00005","2006-10-26","","03","폐업","02","폐업","2012-10-15","","","","0222454524","147.50","130-840","서울특별시 동대문구 장안동 366-6번지 (지상3층) (장한로 106) ","","","더블클럽","2011-03-28 14:48:35","I","2018-08-31 23:59:59.0","룸살롱","206162.986259812    ","451957.496740385    ","룸살롱","","","","","","","","","","","","","","N","147.5","","",""
"3050000","3050000-102-2019-00001","2019-02-08","","03","폐업","02","폐업","2020-05-15","","","","","1172.39","130-846","서울특별시 동대문구 장안동 465-2번지 ","서울특별시 동대문구 장한로2길 36, 지상2~3층 (장안동)","02645","오프(off)","2020-05-15 13:54:51","U","2020-05-17 02:40:00.0","고고(디스코)클럽","205851.797111459    ","451057.528462082    ","고고(디스코)클럽","","","","","","","","","","","","","","Y","1172.39","","",""
"3050000","3050000-102-2019-00002","2019-02-25","","03","폐업","02","폐업","2021-04-26","","","","02 9664578","124.12","130-851","서울특별시 동대문구 전농동 622-1 ","서울특별시 동대문구 답십리로 9, 지층 (전농동)","02559","시대스탠드바 7080","2021-04-26 15:26:10","U","2021-04-28 02:40:00.0","스텐드바","203757.008715438    ","452923.162315716    ","스텐드바","","","기타","","상수도전용","","","","","","","","","Y","124.12","","",""
"3050000","3050000-102-2019-00004","2019-10-16","","03","폐업","02","폐업","2020-05-21","","","","","1175.63","130-840","서울특별시 동대문구 장안동 366-7번지 경남관광호텔 ","서울특별시 동대문구 장한로 110, 경남관광호텔 지하1층 (장안동)","02639","경남호텔나이트클럽","2020-05-21 12:54:16","U","2020-05-23 02:40:00.0","고고(디스코)클럽","206199.953197537    ","451997.934849601    ","고고(디스코)클럽","","","유흥업소밀집지역","기타","상수도전용","","","","","","","","","Y","1175.63","","",""
"3050000","3050000-102-1999-11406","1999-12-07","","03","폐업","02","폐업","2006-03-07","","","","0222172391","83.84","130-840","서울특별시 동대문구 장안동 365-9번지 ","","","에쿠스","2004-08-23 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","206129.858095688    ","451891.533842401    ","룸살롱","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","83.84","","",""
"3050000","3050000-102-1999-11407","1999-12-07","","03","폐업","02","폐업","2012-05-30","","","","02 9640633","335.99","130-876","서울특별시 동대문구 휘경동 330번지 (이문로 22) ","","","랜슬럿뮤직뱅크","2009-02-26 15:39:10","I","2018-08-31 23:59:59.0","룸살롱","204855.056489622    ","454149.049376394    ","룸살롱","","","","","상수도전용","","","","","","","","","N","335.99","","",""
"3050000","3050000-102-2000-11477","2000-01-03","","03","폐업","02","폐업","2000-10-23","","","","0222449696","103.74","130-805","서울특별시 동대문구 답십리동 496-2번지 ","","","무학주점","2000-10-11 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","204481.845072292    ","451771.542866406    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","103.74","","",""
"3050000","3050000-102-1984-08509","1984-07-20","","03","폐업","02","폐업","2016-03-08","","","","02 9570431","30.80","130-851","서울특별시 동대문구 전농동 597-11번지 ","서울특별시 동대문구 왕산로 244-1 (전농동)","","토토","2016-03-07 10:36:19","I","2018-08-31 23:59:59.0","비어(바)살롱","204253.579976113    ","453388.26636805     ","비어(바)살롱","","","","","","","","","","","","","","N","30.8","","",""
"3050000","3050000-102-1984-08501","1984-08-30","","03","폐업","02","폐업","2006-10-13","","","","0222431212","1014.68","130-809","서울특별시 동대문구 답십리동 961-9번지 ","","","제니아","2004-11-06 00:00:00","I","2018-08-31 23:59:59.0","카바레","205018.506913318    ","451331.654449855    ","카바레","0","0","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","1014.68","","",""
"3050000","3050000-102-1984-08410","1984-09-19","","03","폐업","02","폐업","1995-09-28","","","","0202136026","148.53","130-805","서울특별시 동대문구 답십리동 492-1번지 ","","","수영","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","카바레","204814.685158893    ","451460.510691169    ","카바레","1","2","기타","을","상수도전용","","","","","","","","","N","148.53","","",""
"3050000","3050000-102-1984-08496","1984-09-20","","03","폐업","02","폐업","2000-04-10","","","","0222483030","134.52","130-840","서울특별시 동대문구 장안동 365-1번지 ","","","화진주점","2000-04-11 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","206143.713444885    ","451918.270046244    ","룸살롱","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","134.52","","",""
"3050000","3050000-102-1984-08456","1984-09-24","","03","폐업","02","폐업","1999-05-19","","","","02 2420166","99.82","130-840","서울특별시 동대문구 장안동 366-1번지 ","","","더베스트","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","비어(바)살롱","206208.568082812    ","452051.892512392    ","비어(바)살롱","1","2","기타","을","상수도전용","","","","","","","","","N","99.82","","",""
"3050000","3050000-102-1984-08494","1984-09-24","","03","폐업","02","폐업","2001-05-28","","","","0222492750","127.64","130-840","서울특별시 동대문구 장안동 365-1번지 ","","","장미","2003-07-31 00:00:00","I","2018-08-31 23:59:59.0","카바레","206143.713444885    ","451918.270046244    ","카바레","0","0","기타","을","상수도전용","","","","","","","","","N","127.64","","",""
"3050000","3050000-102-2016-00001","2016-05-13","","03","폐업","02","폐업","2022-09-19","","","","02  22140727","97.40","130-840","서울특별시 동대문구 장안동 366-2 지하1층 ","서울특별시 동대문구 장한로24길 8 (장안동, 지하1층)","02639","발리주점","2022-09-19 14:10:30","U","2022-09-21 02:40:00.0","룸살롱","206231.420255296    ","452041.476809255    ","룸살롱","1","2","유흥업소밀집지역","관리","상수도전용","0","0","0","0","0","","0","0","Y","97.4","","",""
"3050000","3050000-102-1985-08477","1985-02-05","","03","폐업","02","폐업","2004-05-11","","","","02 9676950","166.20","130-827","서울특별시 동대문구 이문동 256-371번지 ","","","아방","2002-02-04 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","205430.630884678    ","455651.759148378    ","룸살롱","0","0","주택가주변","지도","상수도전용","","","","","","","","","N","166.2","","",""
"3050000","3050000-102-1985-08429","1985-02-26","","03","폐업","02","폐업","1990-10-19","","","","0209662782","64.08","130-030","서울특별시 동대문구 답십리동 109번지 ","","","아람","2002-01-25 00:00:00","I","2018-08-31 23:59:59.0","스텐드바","","","스텐드바","2","4","기타","지도","상수도전용","","","","","","","","","N","64.08","","",""
"3050000","3050000-102-1985-08451","1985-03-13","","03","폐업","02","폐업","2004-03-23","","","","02 9664247","136.96","130-867","서울특별시 동대문구 청량리동 235-4번지 ","","","에버그린","2003-06-09 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","204089.817117361    ","453314.135663101    ","룸살롱","0","0","기타","기타","상수도전용","","","","","","","","","N","136.96","","",""
"3240000","3240000-102-1980-05528","1980-07-01","","01","영업/정상","01","영업","","","","","","95.76","134-859","서울특별시 강동구 암사동 496-17 ","서울특별시 강동구 상암로11길 4, 1층 (암사동)","05264","보스노래밤","2023-05-19 08:40:47","U","2023-05-21 02:40:00.0","룸살롱","211315.841955253    ","449745.468868802    ","룸살롱","0","0","","","","0","0","0","0","0","","0","0","Y","95.76","","",""
"3050000","3050000-102-1985-08481","1985-04-23","","03","폐업","02","폐업","2008-10-24","","","","0222494936","239.79","130-842","서울특별시 동대문구 장안동 372-3번지 (장한로 111) ","","","황진이","2008-06-25 13:50:33","I","2018-08-31 23:59:59.0","카바레","206144.348296014    ","452047.885951199    ","카바레","3","4","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","239.79","","",""
"3050000","3050000-102-1985-08474","1985-05-02","","03","폐업","02","폐업","2018-12-21","","","","0222435788","161.78","130-840","서울특별시 동대문구 장안동 344-4번지 지하1층 ","서울특별시 동대문구 장한로24길 19, 지하1층 (장안동)","02637","쭉쭉빵빵","2018-12-21 09:20:10","U","2018-12-23 02:40:00.0","룸살롱","206295.600068259    ","452051.723941546    ","룸살롱","","","","","","","","","","","","","","N","161.78","","",""
"3050000","3050000-102-1985-08437","1985-05-08","","03","폐업","02","폐업","2016-02-25","","","","0222151369","698.28","130-840","서울특별시 동대문구 장안동 368-4번지 (장한로 130) ","서울특별시 동대문구 장한로 130 (장안동,(장한로 130))","02637","파노라마스탠드빠","2016-01-21 17:56:21","I","2018-08-31 23:59:59.0","스텐드바","206279.689993328    ","452172.453180244    ","스텐드바","0","0","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","698.28","","",""
"3050000","3050000-102-1985-08448","1985-06-29","","03","폐업","02","폐업","1994-06-24","","","","0200000000","114.70","130-030","서울특별시 동대문구 답십리동 624번지 ","","","월드타운","2002-01-25 00:00:00","I","2018-08-31 23:59:59.0","비어(바)살롱","","","비어(바)살롱","0","0","기타","지도","상수도전용","","","","","","","","","N","114.7","","",""
"3050000","3050000-102-1985-08418","1985-08-01","","03","폐업","02","폐업","2014-05-08","","","","0222422424","444.80","130-842","서울특별시 동대문구 장안동 372-9번지 지하1층 ","서울특별시 동대문구 장한로23길 7, 지하1층 (장안동)","02624","티파니","2013-11-18 10:30:14","I","2018-08-31 23:59:59.0","룸살롱","206135.358071906    ","452088.753698115    ","룸살롱","","","","","","","","","","","","","","N","444.8","","",""
"3050000","3050000-102-1985-08439","1985-08-16","","03","폐업","02","폐업","1991-08-19","","","","0209669330","109.78","130-808","서울특별시 동대문구 답십리동 819번지 ","","","본","2002-01-25 00:00:00","I","2018-08-31 23:59:59.0","스텐드바","","","스텐드바","4","12","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","109.78","","",""
"3050000","3050000-102-2000-11848","2000-06-08","","03","폐업","02","폐업","2021-11-08","","","","0222171178","1037.55","130-844","서울특별시 동대문구 장안동 416-6 동보빌딩 ","서울특별시 동대문구 천호대로 405, 동보빌딩 지하1층 (장안동)","02633","신국빈관관광성인나이트","2021-11-08 15:11:52","U","2021-11-10 02:40:00.0","고고(디스코)클럽","205597.832561857    ","451080.986788942    ","고고(디스코)클럽","0","0","유흥업소밀집지역","기타","상수도전용","0","0","0","0","0","","0","0","N","1037.55","","",""
"3050000","3050000-102-2007-00002","2007-07-10","","03","폐업","02","폐업","2023-03-15","","","","0222441155","632.89","130-840","서울특별시 동대문구 장안동 366-7 4층 ","서울특별시 동대문구 장한로 110, 4층 (장안동)","","경남브이아이피(VIP)룸","2023-03-15 11:10:35","U","2023-03-17 02:40:00.0","룸살롱","206199.953197537    ","451997.934849601    ","룸살롱","0","0","","","","0","0","0","0","0","","0","0","N","632.89","","",""
"3050000","3050000-102-2007-00003","2007-07-20","","03","폐업","02","폐업","2008-04-21","","","","","609.73","130-805","서울특별시 동대문구 답십리동 497-23번지 지하1층 ","","","씨티","2007-07-20 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","204400.365537226    ","451854.716617007    ","룸살롱","0","0","기타","","상수도전용","","","","","","","","","N","609.73","","",""
"3050000","3050000-102-2008-00001","2008-04-11","","03","폐업","02","폐업","2008-10-30","","","","","200.00","130-851","서울특별시 동대문구 전농동 620-49번지 ","","","무지개","2008-04-11 17:50:19","I","2018-08-31 23:59:59.0","룸살롱","203904.268269626    ","452972.731550191    ","룸살롱","","","유흥업소밀집지역","","상수도전용","","","","","","","","","N","200","","",""
"3050000","3050000-102-1969-08470","1969-05-02","","03","폐업","02","폐업","2021-12-01","","","","02   9279692","226.81","130-810","서울특별시 동대문구 신설동 76-25 2층 ","서울특별시 동대문구 한빛로 6-1, 2층 (신설동)","02580","갤럭시","2021-12-01 13:44:04","U","2021-12-03 02:40:00.0","룸살롱","202090.987353843    ","452678.651090417    ","룸살롱","0","0","","","","0","0","0","0","0","","0","0","N","226.81","","",""
"3050000","3050000-102-1969-08469","1969-10-08","","03","폐업","02","폐업","2010-06-17","","","","0222178383","279.36","130-842","서울특별시 동대문구 장안동 373-1번지 ","","","구찌 구찌","2009-11-27 14:36:05","I","2018-08-31 23:59:59.0","룸살롱","206090.638551025    ","451942.985371721    ","룸살롱","","","","","","","","","","","","","","N","279.36","","",""
"3050000","3050000-102-1971-08408","1971-01-13","","03","폐업","02","폐업","1993-09-06","","","","0209621739","790.50","130-010","서울특별시 동대문구 청량리동 176-18번지 ","","","태평양","2002-01-16 00:00:00","I","2018-08-31 23:59:59.0","카바레","","","카바레","10","10","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","790.5","","",""
"3050000","3050000-102-1971-08427","1971-02-23","","03","폐업","02","폐업","2015-11-06","","","","02 9660821","97.00","130-876","서울특별시 동대문구 휘경동 320-2번지 ","서울특별시 동대문구 회기로 189 (휘경동)","02445","텐프로","2011-10-31 16:00:17","I","2018-08-31 23:59:59.0","룸살롱","204948.788846216    ","454203.717217672    ","룸살롱","","","","","","","","","","","","","","N","97","","",""
"3050000","3050000-102-1971-08443","1971-08-19","","03","폐업","02","폐업","2022-04-04","","","","0222177661","84.87","130-854","서울특별시 동대문구 전농동 295-7 지하1층 ","서울특별시 동대문구 사가정로 111, 지하1층 (전농동)","02547","에스","2022-04-04 17:23:37","U","2022-04-07 02:40:00.0","스텐드바","204957.733960085    ","452803.961455312    ","스텐드바","0","0","기타","지도","상수도전용","0","0","0","0","0","","0","0","Y","84.87","","",""
"3050000","3050000-102-1971-08471","1971-08-27","","03","폐업","02","폐업","2005-06-14","","","","0222448281","133.39","130-842","서울특별시 동대문구 장안동 372-12번지 ","","","파라오","2003-05-06 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","206121.805290868    ","452003.863719312    ","룸살롱","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","133.39","","",""
"3050000","3050000-102-2006-00001","2006-02-06","","03","폐업","02","폐업","2007-06-12","","","","02 9673169","324.72","130-851","서울특별시 동대문구 전농동 622-1번지 ","","","시대","2006-05-17 00:00:00","I","2018-08-31 23:59:59.0","카바레","203757.008715438    ","452923.162315716    ","카바레","0","0","","","","","","","","","","","","N","324.72","","",""
"3050000","3050000-102-2006-00002","2006-05-02","","03","폐업","02","폐업","2006-11-29","","","","","526.79","130-805","서울특별시 동대문구 답십리동 530-15번지 (지상3층) ","","","태양카바레","2006-05-02 00:00:00","I","2018-08-31 23:59:59.0","카바레","204802.884455346    ","451543.494717439    ","카바레","0","0","","","상수도전용","","","","","","","","","N","526.79","","",""
"3050000","3050000-102-2006-00003","2006-07-07","","03","폐업","02","폐업","2012-10-04","","","","0222140727","300.72","130-840","서울특별시 동대문구 장안동 366-2번지 (지하1층) (장평10길 4) ","","","발리","2008-12-11 14:09:09","I","2018-08-31 23:59:59.0","룸살롱","206231.420255296    ","452041.476809255    ","룸살롱","0","0","유흥업소밀집지역","","상수도전용","","","","","","","","","N","300.72","","",""
"3050000","3050000-102-1982-08486","1982-04-14","","03","폐업","02","폐업","2006-03-06","","","","0222434242","356.27","130-842","서울특별시 동대문구 장안동 372-1번지 ","","","돈아돈아","2006-03-06 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","206158.609154575    ","452075.431032307    ","룸살롱","0","0","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","356.27","","",""
"3050000","3050000-102-1982-08465","1982-04-16","","03","폐업","02","폐업","2016-02-12","","","","","68.10","130-835","서울특별시 동대문구 장안동 103-1번지 (사가정길 222) ","서울특별시 동대문구 사가정로 222 (장안동,(사가정길 222))","02525","용궁홀","2016-02-17 16:37:23","I","2018-08-31 23:59:59.0","비어(바)살롱","206082.2486548      ","452916.988158742    ","비어(바)살롱","2","3","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","68.1","","",""
"3050000","3050000-102-1982-08472","1982-05-31","","03","폐업","02","폐업","2018-06-11","","","","0222445353","365.55","130-805","서울특별시 동대문구 답십리동 492-1번지 ","서울특별시 동대문구 천호대로 313, 지하1층 (답십리동)","02622","케이지에스뉴페이스크럽","2018-06-11 15:48:37","I","2018-08-31 23:59:59.0","룸살롱","204814.685158893    ","451460.510691169    ","룸살롱","3","1","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","365.55","","",""
"3050000","3050000-102-1982-08430","1982-07-26","","03","폐업","02","폐업","2011-03-08","","","","0209648510","160.43","130-816","서울특별시 동대문구 용두동 9-6번지 ","","","신라","2002-04-01 00:00:00","I","2018-08-31 23:59:59.0","스텐드바","203727.459358046    ","452876.0546779      ","스텐드바","1","3","기타","지도","상수도전용","","","","","","","","","N","160.43","","",""
"3050000","3050000-102-1982-08497","1982-12-22","","03","폐업","02","폐업","2012-12-10","","","","02 9622152","99.02","130-851","서울특별시 동대문구 전농동 602-23번지 (망우로 52-1) ","","","아이원 룸 노래주점","2009-11-03 14:00:37","I","2018-08-31 23:59:59.0","룸살롱","204365.893984153    ","453507.616952401    ","룸살롱","","","","","","","","","","","","","","N","99.02","","",""
"3050000","3050000-102-1983-08416","1983-04-26","","03","폐업","02","폐업","2002-05-27","","","","0222465101","647.24","130-805","서울특별시 동대문구 답십리동 530-15번지 ","","","태양회관","2002-02-04 00:00:00","I","2018-08-31 23:59:59.0","카바레","204802.884455346    ","451543.494717439    ","카바레","0","0","유흥업소밀집지역","을","상수도전용","","","","","","","","","N","647.24","","",""
"3050000","3050000-102-1984-08508","1983-05-03","","03","폐업","02","폐업","2004-10-28","","","","02 9669999","382.00","130-851","서울특별시 동대문구 전농동 620-49번지 ","","","인디안","2004-02-20 00:00:00","I","2018-08-31 23:59:59.0","스텐드바","203904.268269626    ","452972.731550191    ","스텐드바","10","10","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","382","","",""
"3050000","3050000-102-1983-08415","1983-05-06","","03","폐업","02","폐업","2018-06-05","","","","","681.20","130-851","서울특별시 동대문구 전농동 622-1번지 ","서울특별시 동대문구 답십리로 9 (전농동)","02559","시대코리아","2018-06-04 14:57:08","I","2018-08-31 23:59:59.0","극장식당","203757.008715438    ","452923.162315716    ","극장식당","","","","","","","","","","","","","","N","681.2","","",""
"3050000","3050000-102-2010-00005","2010-10-26","","03","폐업","02","폐업","2012-05-15","","","","","609.73","130-805","서울특별시 동대문구 답십리동 497-23번지 지하1층 ","","","시티클럽","2010-10-28 10:11:49","I","2018-08-31 23:59:59.0","룸살롱","204400.365537226    ","451854.716617007    ","룸살롱","2","3","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","609.73","","",""
"3050000","3050000-102-2010-00006","2010-12-21","","03","폐업","02","폐업","2017-11-02","","","","02  22480165","149.03","130-842","서울특별시 동대문구 장안동 372-12번지 지하1층 ","서울특별시 동대문구 장한로 107 (장안동,지하1층)","","세느강","2017-11-02 16:52:18","I","2018-08-31 23:59:59.0","룸살롱","206121.805290868    ","452003.863719312    ","룸살롱","1","","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","149.03","","",""
"3050000","3050000-102-1983-08413","1983-05-11","","03","폐업","02","폐업","2012-05-31","","","","0209660950","194.40","130-863","서울특별시 동대문구 제기동 654-1번지 (왕산로 305) ","","","태평양카바레","2008-06-25 14:39:58","I","2018-08-31 23:59:59.0","카바레","203613.502302469    ","453011.94207254     ","카바레","5","7","기타","지도","상수도전용","","","","","","","","","N","194.4","","",""
"3050000","3050000-102-1983-08419","1983-05-23","","03","폐업","02","폐업","1996-11-20","","","","0200000000","360.71","130-840","서울특별시 동대문구 장안동 364-5번지 ","","","씨네마클럽","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","고고(디스코)클럽","206051.320892192    ","451736.194478468    ","고고(디스코)클럽","10","8","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","360.71","","",""
"3050000","3050000-102-2011-00001","2011-03-04","","03","폐업","02","폐업","2012-11-20","","","","9618898","364.43","130-851","서울특별시 동대문구 전농동 620-4번지 ","서울특별시 동대문구 왕산로 192-2, 지하1층 (전농동)","02559","락 노래타운","2012-04-17 13:18:10","I","2018-08-31 23:59:59.0","룸살롱","203871.556031453    ","453032.727623015    ","룸살롱","","","","","","","","","","","","","","N","364.43","","",""
"3050000","3050000-102-2011-00002","2011-07-22","","03","폐업","02","폐업","2023-08-02","","","","0233946011","181.96","130-840","서울특별시 동대문구 장안동 365-1 2층 ","서울특별시 동대문구 장한로 102, 2층 (장안동)","02639","에이치클럽","2023-08-02 09:32:58","U","2023-08-04 02:40:00.0","룸살롱","206143.713444885    ","451918.270046244    ","룸살롱","0","0","","","","0","0","0","0","0","","0","0","N","181.96","","",""
"3050000","3050000-102-2011-00003","2011-11-15","","03","폐업","02","폐업","2012-11-20","","","","","128.90","130-851","서울특별시 동대문구 전농동 620-4번지 지하1층 ","서울특별시 동대문구 왕산로 192-2, 지하1층 (전농동)","02559","락노래클럽","2012-08-07 10:54:33","I","2018-08-31 23:59:59.0","룸살롱","203871.556031453    ","453032.727623015    ","룸살롱","","","기타","기타","상수도전용","","","","","","","","","N","128.9","","",""
"3050000","3050000-102-2012-00002","2012-04-26","","03","폐업","02","폐업","2020-06-15","","","","","281.46","130-840","서울특별시 동대문구 장안동 364-5번지 ","서울특별시 동대문구 장한로 80, 지하1층 (장안동)","","서울서울","2020-06-15 16:10:52","U","2020-06-17 02:40:00.0","룸살롱","206051.320892192    ","451736.194478468    ","룸살롱","2","","유흥업소밀집지역","","상수도전용","","","","","","","","","N","281.46","","",""
"3050000","3050000-102-2012-00004","2012-10-11","","03","폐업","02","폐업","2014-01-16","","","","02  22240727","300.72","130-840","서울특별시 동대문구 장안동 366-2번지 지하1층 ","서울특별시 동대문구 장한로24길 6, 지하1층 (장안동)","","발리","2012-10-11 15:31:21","I","2018-08-31 23:59:59.0","룸살롱","206231.420255296    ","452041.476809255    ","룸살롱","3","10","유흥업소밀집지역","기타","상수도전용","","","","","","","","","Y","300.72","","",""
"3050000","3050000-102-1977-08506","1977-05-13","","03","폐업","02","폐업","2023-10-05","","","","0222446231","91.80","130-804","서울특별시 동대문구 답십리동 465-39 (천호대로 59) ","서울특별시 동대문구 천호대로 225 (답십리동,(천호대로 59))","02597","앵콜","2023-10-05 14:11:56","U","2023-10-07 02:40:00.0","룸살롱","204152.883966716    ","452046.132833333    ","룸살롱","2","2","유흥업소밀집지역","을","상수도전용","0","0","0","0","0","","0","0","N","91.8","","",""
"3050000","3050000-102-1977-08440","1977-12-28","","03","폐업","02","폐업","1992-10-26","","","","0209633968","252.06","130-802","서울특별시 동대문구 답십리동 126번지 ","","","판쓰리","2002-01-25 00:00:00","I","2018-08-31 23:59:59.0","스텐드바","","","스텐드바","4","3","기타","지도","상수도전용","","","","","","","","","N","252.06","","",""
"3050000","3050000-102-1979-08422","1979-12-04","","03","폐업","02","폐업","1992-08-25","","","","0201768800","596.64","130-808","서울특별시 동대문구 답십리동 825번지 ","","","맘모스나이트크럽","2002-01-25 00:00:00","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","","","관광호텔나이트(디스코)","0","0","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","596.64","","",""
"3050000","3050000-102-1981-08479","1981-07-10","","03","폐업","02","폐업","2004-05-20","","","","02 9638333","94.90","130-864","서울특별시 동대문구 제기동 1140-5번지 ","","","궁전","2002-02-04 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","203155.504921512    ","452914.607542858    ","룸살롱","3","9","유흥업소밀집지역","지도","상수도전용","","","","","","","","","N","94.9","","",""
"3050000","3050000-102-1981-08452","1981-12-10","","03","폐업","02","폐업","2014-03-25","","","","0222455832","225.72","130-842","서울특별시 동대문구 장안동 372-5번지 (장한로 105) ","서울특별시 동대문구 장한로 105 (장안동,(장한로 105))","02624","엘리스","2009-04-23 16:44:30","I","2018-08-31 23:59:59.0","룸살롱","206109.658525853    ","451980.135831605    ","룸살롱","0","0","유흥업소밀집지역","기타","상수도전용","","","","","","","","","N","225.72","","",""
"3050000","3050000-102-2009-00001","2009-01-06","","03","폐업","02","폐업","2023-11-10","","","","","200.99","130-840","서울특별시 동대문구 장안동 364-1 지하1층 ","서울특별시 동대문구 장한로 88, 지하1층 (장안동)","","카튼클럽","2023-11-10 10:39:06","U","2023-11-12 02:40:00.0","룸살롱","206085.220978245    ","451802.398356555    ","룸살롱","0","0","","","","0","0","0","0","0","","0","0","N","200.99","","",""
"3050000","3050000-102-2010-00004","2010-09-07","","03","폐업","02","폐업","2016-02-12","","","","0222495108","65.10","130-805","서울특별시 동대문구 답십리동 530-15번지 지하1층 7호","서울특별시 동대문구 전농로 5, 지하1층 7호 (답십리동)","","현대노래바","2016-02-17 16:28:34","I","2018-08-31 23:59:59.0","룸살롱","204802.884455346    ","451543.494717439    ","룸살롱","","","기타","","상수도전용","","","","","","","","","N","65.1","","",""
"3050000","3050000-102-1973-08510","1973-11-17","","03","폐업","02","폐업","1991-12-20","","","","0209226686","75.84","130-810","서울특별시 동대문구 신설동 76-28번지 ","","","은호일식","2001-09-29 00:00:00","I","2018-08-31 23:59:59.0","요정","","","요정","4","5","기타","기타","상수도전용","","","","","","","","","N","75.84","","",""
"3050000","3050000-102-1973-08468","1973-12-29","","03","폐업","02","폐업","2013-07-17","","","","","94.92","130-876","서울특별시 동대문구 휘경동 321-26번지 (지상2층) (이문로 38) ","","","코리아","2009-07-06 11:57:41","I","2018-08-31 23:59:59.0","룸살롱","204935.973734018    ","454273.621685626    ","룸살롱","","","","","","","","","","","","","","N","94.92","","",""
"3050000","3050000-102-1974-08445","1974-04-17","","03","폐업","02","폐업","2007-08-29","","","","0222467210","491.64","130-842","서울특별시 동대문구 장안동 374-3번지 ","","","북창동미인클럽","2006-04-05 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","205982.759360923    ","451734.237203662    ","룸살롱","0","0","","","상수도전용","","","","","","","","","N","491.64","","",""
"3050000","3050000-102-1975-08424","1975-06-04","","03","폐업","02","폐업","2000-07-06","","","","02 9620021","663.98","130-020","서울특별시 동대문구 전농동 620-25번지 ,26,27 ","","","타임나이트","2000-07-07 00:00:00","I","2018-08-31 23:59:59.0","관광호텔나이트(디스코)","","","관광호텔나이트(디스코)","0","0","유흥업소밀집지역","갑","상수도전용","","","","","","","","","N","663.98","","",""
"3050000","3050000-102-1976-08426","1976-08-28","","03","폐업","02","폐업","2006-08-17","","","","0209693104","355.09","130-867","서울특별시 동대문구 청량리동 50-1번지 ","","","스타캬바레","2004-01-09 00:00:00","I","2018-08-31 23:59:59.0","관광호텔나이트(카바레)","204292.104895782    ","453518.285836535    ","관광호텔나이트(카바레)","2","1","기타","기타","상수도전용","","","","","","","","","N","355.09","","",""
"3050000","3050000-102-1986-08433","1986-10-17","","03","폐업","02","폐업","1995-09-28","","","","0202496266","644.78","130-030","서울특별시 동대문구 답십리동 509번지 ","","","유토피아","2002-01-25 00:00:00","I","2018-08-31 23:59:59.0","스텐드바","","","스텐드바","5","9","기타","지도","상수도전용","","","","","","","","","N","644.78","","",""
"3050000","3050000-102-2002-00005","2002-05-18","","03","폐업","02","폐업","2005-04-29","","","","","97.00","130-840","서울특별시 동대문구 장안동 344-9번지 ","","","뉴코리아","2002-05-18 00:00:00","I","2018-08-31 23:59:59.0","룸살롱","206275.752951579    ","452063.963670581    ","룸살롱","0","0","유흥업소밀집지역","관리","상수도전용","","","","","","","","","N","97","","",""
